Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,Workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,Complaintfiled,ComplaintResolved,ComplaintYears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
47,Female,Medium,Sales,1,Yes,No,Rarely,4,40,4,Yes,No,3,17,4,9,9,0,No
36,Female,Low,Research & Development,4,Yes,No,Rarely,2,40,3,No,,,13,2,6,2,2,No
36,Male,High,Sales,1,Yes,Yes,Rarely,3,40,4,No,,,11,1,16,16,3,Yes
34,Female,High,Research & Development,0,Yes,Yes,Rarely,7,40,2,No,,,11,1,13,12,2,No
32,Female,Medium,Research & Development,5,Yes,No,None,15,40,4,No,,,18,4,9,5,1,No
32,Female,Low,Research & Development,6,Yes,No,None,1,40,2,No,,,20,5,5,3,0,No
44,Male,High,Research & Development,5,Yes,Yes,Frequently,2,40,3,No,,,18,4,16,2,2,No
38,Female,Medium,Research & Development,1,Yes,Yes,Rarely,6,40,3,Yes,Yes,2,11,1,5,5,0,No
30,Male,Low,Research & Development,1,Yes,No,None,9,40,1,No,,,11,1,12,12,6,No
35,Male,Medium,Research & Development,0,Yes,No,Frequently,2,40,4,No,,,14,3,6,5,1,No
28,Male,Low,Research & Development,1,Yes,Yes,Rarely,1,40,3,No,,,14,2,1,1,0,No
44,Male,High,Human Resources,9,Yes,No,Rarely,1,40,1,No,,,14,3,24,20,3,Yes
35,Male,Medium,Research & Development,2,Yes,No,Rarely,27,40,3,No,,,16,4,17,7,0,No
31,Female,High,Sales,2,Yes,No,Frequently,7,40,1,Yes,No,3,14,3,9,3,2,No
33,Male,High,Sales,6,Yes,No,Frequently,5,40,4,Yes,Yes,2,13,2,8,5,1,No
33,Male,Medium,Sales,1,Yes,Yes,Rarely,1,40,1,No,,,22,5,9,9,0,No
33,Male,Medium,Research & Development,2,Yes,Yes,Rarely,8,40,3,No,,,17,4,14,0,0,No
24,Male,Low,Sales,0,Yes,No,Frequently,24,40,4,No,,,13,2,3,2,2,No
32,Female,Low,Research & Development,1,Yes,Yes,Rarely,29,40,2,No,,,13,2,6,6,4,No
28,Male,Medium,Sales,1,Yes,No,Frequently,1,40,4,No,,,12,2,7,7,0,No
49,Female,Medium,Research & Development,1,Yes,Yes,Rarely,20,40,1,No,,,14,3,16,15,5,No
43,Male,Medium,Sales,3,Yes,Yes,Frequently,15,40,4,No,,,18,4,7,2,2,No
26,Male,Low,Research & Development,1,Yes,Yes,Rarely,21,40,3,No,,,20,5,1,1,0,Yes
37,Male,Medium,Research & Development,1,Yes,No,Rarely,13,40,4,No,,,17,4,10,10,3,No
30,Female,High,Sales,0,Yes,No,None,22,40,1,No,,,11,1,10,9,7,No
31,Male,High,Research & Development,9,Yes,No,Frequently,3,40,3,No,,,12,1,9,2,2,No
40,Male,Low,Research & Development,3,Yes,No,Rarely,7,40,1,No,,,14,3,10,4,0,Yes
42,Female,Medium,Research & Development,2,Yes,No,Frequently,29,40,3,Yes,Yes,0,11,1,19,5,0,No
32,Female,Medium,Research & Development,1,Yes,Yes,Rarely,4,40,3,No,,,12,2,14,14,6,No
49,Male,Medium,Research & Development,2,Yes,No,Rarely,5,40,3,Yes,Yes,0,14,2,20,3,1,No
39,Male,High,Research & Development,4,Yes,No,Rarely,6,40,1,Yes,No,2,15,3,9,7,1,No
29,Female,Low,Research & Development,0,Yes,Yes,Rarely,15,40,4,No,,,18,4,6,5,1,No
32,Female,Medium,Sales,2,Yes,Yes,Rarely,4,40,2,No,,,11,1,6,4,1,No
39,Male,Low,Research & Development,7,Yes,No,Rarely,6,40,1,No,,,21,5,8,2,2,Yes
54,Female,High,Research & Development,3,Yes,No,Rarely,22,40,3,Yes,No,0,25,5,36,10,4,No
24,Female,Medium,Sales,1,Yes,No,Rarely,4,40,3,No,,,12,2,5,5,0,No
42,Male,Medium,Research & Development,1,Yes,Yes,None,23,40,3,No,,,12,2,20,20,3,No
44,Male,Low,Research & Development,2,Yes,Yes,Rarely,8,40,4,Yes,Yes,0,24,5,10,3,0,No
36,Male,Medium,Research & Development,2,Yes,Yes,Rarely,7,40,4,Yes,No,0,18,4,8,6,0,No
44,Male,Low,Research & Development,4,Yes,Yes,None,23,40,2,No,,,12,1,17,3,1,No
49,Male,Medium,Sales,2,Yes,No,Frequently,2,40,2,No,,,14,3,17,9,0,No
53,Female,High,Research & Development,4,Yes,No,None,1,40,3,No,,,20,5,27,3,0,No
44,Female,Medium,Human Resources,4,Yes,No,Rarely,1,40,3,Yes,Yes,1,11,1,10,2,0,No
30,Female,Low,Research & Development,1,Yes,Yes,Rarely,18,40,3,No,,,14,3,5,5,0,No
30,Female,Medium,Research & Development,5,Yes,No,Rarely,2,40,4,Yes,Yes,,24,5,12,0,0,No
40,Male,Medium,Research & Development,3,Yes,No,None,9,40,3,Yes,No,1,11,1,11,8,0,No
39,Male,High,Research & Development,1,Yes,No,Frequently,7,40,4,No,,,15,3,21,21,13,No
31,Male,Low,Research & Development,1,Yes,Yes,Rarely,1,40,2,No,,,17,4,1,1,1,No
55,Male,High,Research & Development,3,Yes,No,Frequently,2,40,2,No,,,18,4,23,3,1,No
44,Female,Medium,Research & Development,1,Yes,Yes,Rarely,15,40,4,No,,,11,1,10,10,0,Yes
34,Female,Low,Sales,6,Yes,No,Frequently,2,40,3,No,,,18,4,6,4,1,No
29,Male,Low,Research & Development,9,Yes,No,Rarely,23,40,4,Yes,Yes,2,16,3,6,3,1,No
32,Male,Low,Research & Development,0,Yes,Yes,None,1,40,4,No,,,12,1,4,3,0,No
36,Female,Medium,Research & Development,0,Yes,No,Rarely,1,40,2,No,,,15,3,10,9,0,No
51,Female,High,Research & Development,3,Yes,No,Rarely,3,40,2,No,,,18,4,21,7,1,No
27,Male,High,Research & Development,1,Yes,No,Rarely,5,40,4,No,,,16,3,9,9,0,No
35,Male,Low,Research & Development,6,Yes,No,Rarely,1,40,3,Yes,Yes,0,12,1,10,8,1,No
43,Male,Low,Research & Development,4,Yes,No,None,9,40,3,No,,,13,2,7,3,1,No
29,Male,Low,Research & Development,1,Yes,Yes,Rarely,8,40,1,Yes,Yes,1,11,1,7,7,0,Yes
54,Female,Medium,Research & Development,4,Yes,Yes,Rarely,7,40,4,No,,,15,3,14,7,1,No
28,Male,Medium,Research & Development,1,Yes,Yes,Rarely,29,40,2,No,,,14,3,8,8,1,No
47,Male,High,Sales,7,Yes,No,Frequently,9,40,3,Yes,Yes,2,11,1,25,23,14,Yes
45,Female,Medium,Sales,1,Yes,No,None,9,40,3,Yes,Yes,0,13,2,15,15,4,No
31,Male,High,Research & Development,3,Yes,No,Frequently,20,40,3,No,,,12,1,12,1,0,Yes
26,Male,Medium,Research & Development,0,Yes,Yes,Rarely,7,40,1,No,,,12,1,8,7,0,No
38,Female,High,Research & Development,1,Yes,No,Rarely,1,40,1,No,,,13,2,15,15,5,No
43,Female,High,Research & Development,7,Yes,Yes,Rarely,6,40,3,No,,,13,2,21,16,6,No
37,Male,High,Research & Development,1,Yes,Yes,Rarely,3,40,3,No,,,15,3,10,10,7,No
45,Male,Low,Human Resources,1,Yes,No,Rarely,24,40,2,No,,,16,4,6,6,0,No
45,Male,Medium,Research & Development,1,Yes,No,Frequently,7,40,1,No,,,18,4,24,24,9,No
19,Male,Low,Sales,1,Yes,No,Rarely,22,40,3,No,,,19,5,0,0,0,Yes
36,Male,Medium,Sales,1,Yes,Yes,None,8,40,1,No,,,15,3,10,10,0,No
26,Female,Low,Human Resources,0,Yes,Yes,Frequently,17,40,3,No,,,11,1,8,7,1,Yes
56,Female,Low,Research & Development,2,Yes,Yes,Frequently,9,40,3,No,,,19,5,18,5,0,No
40,Female,Medium,Research & Development,1,Yes,No,Frequently,26,40,2,Yes,Yes,0,11,1,20,20,2,No
55,Male,High,Research & Development,2,Yes,Yes,Rarely,1,40,4,Yes,No,2,13,2,31,7,0,No
27,Male,Low,Research & Development,6,Yes,No,None,9,40,2,No,,,18,4,6,2,2,No
33,Female,Low,Sales,1,Yes,Yes,Rarely,5,40,3,Yes,Yes,,13,2,1,1,0,Yes
35,Male,Medium,Research & Development,1,Yes,No,Frequently,4,40,3,No,,,11,1,9,9,1,No
52,Male,High,Research & Development,7,Yes,No,Rarely,7,40,2,No,,,19,5,18,8,4,No
47,Female,Medium,Research & Development,5,Yes,Yes,Rarely,2,40,4,Yes,Yes,2,13,2,20,5,0,No
40,Male,Medium,Research & Development,9,Yes,No,None,16,40,3,No,,,16,3,6,4,0,No
24,Male,Low,Human Resources,1,Yes,Yes,Rarely,22,40,3,No,,,11,1,1,1,0,Yes
34,Female,Low,Research & Development,1,Yes,No,None,26,40,3,No,,,20,5,5,5,0,No
20,Female,Low,Research & Development,1,Yes,No,Rarely,11,40,1,No,,,15,3,1,1,0,Yes
59,Male,High,Research & Development,6,Yes,Yes,Rarely,18,40,4,No,,,12,1,25,9,5,No
35,Male,Medium,Research & Development,1,Yes,Yes,Rarely,9,40,3,No,,,19,5,10,10,0,No
28,Female,Low,Research & Development,7,Yes,No,Rarely,1,40,2,No,,,13,2,10,7,3,Yes
30,Male,Medium,Sales,8,Yes,No,Rarely,29,40,1,No,,,19,4,8,4,0,No
26,Female,Low,Research & Development,1,Yes,Yes,Rarely,6,40,2,No,,,19,4,5,5,4,No
45,Male,Low,Research & Development,3,Yes,No,Rarely,10,40,4,No,,,21,5,8,2,0,No
44,Male,Low,Research & Development,1,Yes,Yes,Rarely,10,40,3,No,,,11,1,6,6,0,Yes
27,Male,Low,Research & Development,1,Yes,Yes,Rarely,4,40,3,No,,,11,1,5,5,0,No
33,Male,Medium,Research & Development,3,Yes,No,Frequently,6,40,4,No,,,23,5,15,13,4,No
53,Male,High,Sales,6,Yes,No,Rarely,2,40,3,Yes,No,3,13,2,22,17,15,No
45,Male,Medium,Sales,0,Yes,No,Rarely,2,40,2,No,,,19,5,9,8,3,No
47,Female,High,Sales,6,Yes,No,Rarely,2,40,2,Yes,No,1,14,3,29,3,1,No
33,Male,Medium,Research & Development,4,Yes,Yes,Rarely,5,40,4,No,,,15,3,9,3,1,No
35,Female,Medium,Sales,0,Yes,Yes,None,21,40,4,No,,,15,5,10,9,8,Yes
37,Male,Medium,Research & Development,1,Yes,Yes,Rarely,10,40,1,No,,,15,3,10,10,0,Yes
36,Female,High,Research & Development,2,Yes,No,Rarely,1,40,1,No,,,21,5,17,7,7,No
35,Male,High,Research & Development,2,Yes,No,Rarely,2,40,2,No,,,18,4,15,7,6,No
45,Male,High,Research & Development,3,Yes,No,None,1,40,3,No,,,23,5,25,23,14,No
35,Male,Medium,Sales,9,Yes,Yes,Rarely,1,40,3,No,,,11,1,15,11,6,No
36,Male,Low,Human Resources,0,Yes,Yes,Rarely,8,40,1,No,,,21,5,6,5,0,No
43,Female,Medium,Research & Development,4,Yes,Yes,Frequently,28,40,3,No,,,12,1,18,3,1,No
58,Female,High,Sales,4,Yes,No,Rarely,21,40,4,No,,,13,2,29,1,0,No
23,Female,Low,Research & Development,1,Yes,Yes,Rarely,4,40,2,No,,,13,2,3,3,1,No
36,Male,Low,Research & Development,4,Yes,No,Frequently,3,40,2,No,,,12,1,13,8,7,No
38,Male,Medium,Human Resources,3,Yes,No,Frequently,10,40,3,No,,,11,1,10,6,1,No
35,Male,Low,Research & Development,1,Yes,No,Rarely,1,40,1,No,,,19,5,3,3,1,No
24,Male,Low,Research & Development,1,Yes,Yes,Rarely,17,40,2,No,,,21,5,1,1,0,No
38,Female,High,Research & Development,0,Yes,Yes,Rarely,17,40,3,No,,,18,4,20,19,1,No
29,Female,Low,Sales,1,Yes,Yes,Rarely,9,40,2,No,,,13,2,2,2,2,Yes
34,Female,Low,Research & Development,2,Yes,Yes,Rarely,27,40,2,No,,,15,3,9,3,1,No
45,Female,High,Sales,6,Yes,Yes,None,6,40,4,No,,,12,2,23,19,12,No
29,Female,Medium,Research & Development,4,Yes,No,Rarely,27,40,3,No,,,12,1,11,8,1,No
28,Female,Medium,Research & Development,1,Yes,No,Rarely,1,40,1,Yes,Yes,0,25,5,3,3,1,No
52,Male,Medium,Research & Development,2,Yes,No,Rarely,8,40,2,No,,,15,3,11,8,7,Yes
56,Male,Low,Research & Development,1,Yes,Yes,Rarely,24,40,4,No,,,16,3,5,4,1,Yes
51,Female,High,Sales,2,Yes,No,Rarely,26,40,3,No,,,14,3,29,20,4,No
38,Male,Medium,Research & Development,2,Yes,No,Rarely,9,40,4,No,,,19,4,10,5,0,No
33,Female,High,Sales,2,Yes,No,Rarely,16,40,1,Yes,No,,20,5,11,0,0,Yes
27,Male,Medium,Sales,0,Yes,No,Frequently,8,40,4,No,,,19,4,5,4,1,No
32,Male,Medium,Sales,2,Yes,Yes,Rarely,13,40,4,No,,,11,1,8,5,0,No
27,Female,Medium,Sales,1,Yes,No,Frequently,3,40,4,No,,,20,5,6,6,0,No
29,Female,Low,Sales,6,Yes,Yes,Rarely,1,40,3,Yes,Yes,2,19,4,5,3,0,Yes
56,Male,High,Human Resources,6,Yes,No,Rarely,8,40,2,No,,,14,3,36,7,7,No
26,Male,Medium,Sales,5,Yes,Yes,Rarely,29,40,3,No,,,12,2,8,0,0,No
33,Male,Low,Research & Development,1,Yes,No,Rarely,1,40,4,No,,,13,2,10,10,7,Yes
27,Male,High,Research & Development,1,Yes,Yes,Frequently,10,40,1,No,,,21,5,9,9,1,No
31,Female,Low,Sales,1,Yes,Yes,Frequently,1,40,2,No,,,11,1,3,3,2,Yes
48,Female,Medium,Sales,2,Yes,No,Rarely,2,40,4,No,,,14,3,14,9,6,No
30,Male,High,Research & Development,0,Yes,No,Rarely,20,40,1,Yes,Yes,0,15,3,7,6,0,No
24,Male,Low,Research & Development,1,Yes,No,Rarely,23,40,4,No,,,11,1,6,6,1,No
39,Male,Medium,Research & Development,7,Yes,Yes,Rarely,24,40,4,No,,,13,2,18,7,1,No
53,Female,Medium,Research & Development,1,Yes,No,Rarely,13,40,1,No,,,11,1,5,4,1,No
45,Male,High,Research & Development,2,Yes,No,Rarely,20,40,1,Yes,Yes,1,18,4,24,7,0,No
24,Male,Low,Research & Development,0,Yes,Yes,Rarely,21,40,1,No,,,14,3,2,1,0,No
38,Male,Low,Sales,0,Yes,Yes,Rarely,9,40,2,No,,,19,5,3,2,1,No
31,Female,Medium,Research & Development,1,Yes,No,Frequently,1,40,1,No,,,12,1,4,4,0,No
59,Female,Medium,Sales,7,Yes,No,Frequently,1,40,3,No,,,11,1,20,4,1,No
31,Male,Low,Research & Development,0,Yes,Yes,Frequently,29,40,2,Yes,No,4,11,1,6,5,1,Yes
22,Female,Low,Research & Development,1,Yes,No,None,26,40,3,No,,,14,3,4,4,1,No
36,Female,Medium,Research & Development,0,Yes,Yes,None,1,40,3,No,,,15,3,4,3,1,No
25,Female,Medium,Research & Development,0,Yes,No,Rarely,1,40,3,No,,,12,2,5,4,1,No
33,Male,Low,Research & Development,0,Yes,Yes,Rarely,2,40,4,No,,,14,3,4,3,0,No
38,Female,Medium,Research & Development,0,Yes,No,Rarely,1,40,4,No,,,13,2,10,9,1,No
22,Male,Low,Research & Development,1,Yes,Yes,Rarely,8,40,1,Yes,No,3,15,3,4,4,1,No
43,Male,Medium,Human Resources,0,Yes,Yes,Rarely,2,40,4,No,,,13,2,10,9,1,No
29,Male,Low,Research & Development,1,Yes,No,Frequently,1,40,4,No,,,18,4,10,10,2,No
59,Female,Low,Research & Development,4,Yes,No,Rarely,3,40,1,No,,,20,5,12,1,0,No
43,Male,Medium,Research & Development,3,Yes,No,Frequently,9,40,3,No,,,13,2,10,8,4,No
40,Male,High,Sales,3,Yes,Yes,None,28,40,1,No,,,15,3,20,1,0,No
38,Male,High,Research & Development,0,Yes,No,Frequently,23,40,3,Yes,Yes,2,21,5,10,9,1,No
51,Male,High,Sales,2,Yes,No,Frequently,2,40,2,No,,,11,1,14,4,3,No
53,Female,Medium,Sales,7,Yes,No,Rarely,1,40,1,No,,,20,5,18,14,8,No
27,Female,Low,Research & Development,1,Yes,No,Rarely,2,40,1,Yes,Yes,,13,2,1,1,0,No
28,Female,Low,Sales,1,Yes,Yes,Rarely,3,40,2,No,,,19,5,1,1,0,No
38,Male,Low,Human Resources,0,Yes,No,Frequently,1,40,2,No,,,11,1,7,6,1,No
57,Male,Medium,Research & Development,2,Yes,Yes,Rarely,1,40,3,No,,,11,1,15,3,1,No
29,Male,Medium,Research & Development,9,Yes,No,Rarely,1,40,4,No,,,14,2,4,2,2,Yes
38,Female,High,Sales,4,Yes,Yes,Rarely,1,40,4,No,,,22,5,12,8,0,No
31,Male,Medium,Research & Development,1,Yes,No,Frequently,1,40,1,Yes,Yes,2,21,5,10,10,8,No
33,Male,Low,Research & Development,4,Yes,Yes,Rarely,2,40,4,No,,,11,1,7,1,0,No
55,Male,Medium,Research & Development,0,Yes,No,Rarely,4,40,3,Yes,Yes,1,16,4,4,3,1,No
22,Male,Low,Research & Development,1,Yes,No,None,16,40,4,No,,,13,2,1,1,0,No
23,Male,Low,Research & Development,1,Yes,Yes,Rarely,6,40,1,No,,,21,5,1,0,0,Yes
25,Male,Medium,Research & Development,1,Yes,No,Frequently,2,40,3,No,,,17,4,7,7,0,No
42,Male,High,Research & Development,2,Yes,Yes,Frequently,2,40,4,No,,,14,3,24,20,13,No
46,Female,Medium,Research & Development,8,Yes,No,Rarely,8,40,1,Yes,Yes,1,23,5,19,16,1,No
35,Female,Medium,Research & Development,1,Yes,Yes,None,8,40,3,No,,,12,2,15,14,2,No
58,Female,High,Research & Development,3,Yes,Yes,Rarely,1,40,1,No,,,21,5,32,9,1,No
35,Female,Medium,Sales,1,Yes,No,Rarely,7,40,4,No,,,11,1,10,10,0,No
35,Male,Low,Research & Development,1,Yes,No,Rarely,7,40,4,No,,,18,4,1,1,0,No
47,Male,Low,Research & Development,7,Yes,No,Rarely,1,40,4,Yes,Yes,1,12,1,17,6,1,No
28,Male,Medium,Research & Development,1,Yes,No,Frequently,2,40,4,No,,,12,1,2,2,2,No
28,Male,Low,Research & Development,1,Yes,No,Rarely,1,40,4,No,,,11,1,5,5,0,No
34,Female,Low,Sales,0,Yes,No,Frequently,6,40,3,No,,,16,4,3,2,1,Yes
42,Male,Medium,Research & Development,5,Yes,Yes,Rarely,13,40,1,No,,,18,4,10,0,0,No
53,Female,High,Sales,7,Yes,No,Rarely,7,40,4,No,,,18,4,35,5,0,No
23,Male,Low,Research & Development,0,Yes,No,Rarely,20,40,3,No,,,14,3,5,4,1,No
51,Male,Low,Research & Development,9,Yes,Yes,Rarely,4,40,3,No,,,12,1,18,10,2,Yes
25,Male,Medium,Sales,0,Yes,Yes,Rarely,8,40,2,No,,,22,5,4,3,1,No
52,Female,High,Research & Development,2,Yes,Yes,Rarely,4,40,4,Yes,No,2,13,2,31,5,1,No
37,Female,Medium,Sales,2,Yes,No,Rarely,10,40,4,No,,,14,2,8,1,0,No
47,Female,Low,Sales,1,Yes,No,Rarely,2,40,4,Yes,No,2,18,4,3,3,1,No
40,Male,Medium,Research & Development,6,Yes,Yes,Frequently,16,40,3,No,,,14,3,10,1,0,No
31,Male,Low,Sales,0,Yes,No,Rarely,2,40,3,No,,,19,5,3,2,1,No
32,Male,High,Sales,1,Yes,No,Rarely,4,40,4,No,,,11,1,14,14,9,Yes
41,Female,High,Sales,7,Yes,No,Rarely,2,40,1,Yes,No,3,16,3,22,18,11,No
30,Female,Low,Research & Development,5,Yes,No,Rarely,5,40,1,No,,,14,3,8,3,2,No
34,Female,Low,Research & Development,0,Yes,Yes,Rarely,20,40,3,Yes,Yes,,17,4,2,1,0,No
33,Male,Medium,Sales,0,Yes,No,Rarely,10,40,3,No,,,14,2,10,9,0,No
39,Male,High,Research & Development,7,Yes,No,Frequently,2,40,4,No,,,11,1,21,18,11,Yes
32,Male,High,Sales,3,Yes,No,Rarely,19,40,3,No,,,13,2,10,4,0,No
32,Male,Medium,Research & Development,1,Yes,Yes,Rarely,1,40,4,No,,,22,5,9,9,7,No
48,Male,High,Research & Development,4,Yes,No,Rarely,10,40,2,No,,,12,2,29,22,12,No
36,Male,Medium,Research & Development,6,Yes,Yes,Rarely,26,40,3,No,,,14,3,10,3,0,No
36,Male,Low,Research & Development,0,Yes,No,Rarely,9,40,3,No,,,17,4,2,1,0,Yes
41,Male,Medium,Research & Development,2,Yes,Yes,Rarely,6,40,1,Yes,Yes,0,13,2,20,18,2,No
34,Female,Medium,Research & Development,6,Yes,No,Rarely,6,40,2,No,,,15,3,12,1,0,No
35,Male,High,Sales,1,Yes,Yes,Frequently,18,40,1,No,,,22,5,9,9,1,No
32,Female,High,Sales,1,Yes,Yes,Frequently,8,40,4,No,,,14,2,9,9,3,No
46,Male,Medium,Sales,8,Yes,No,None,26,40,2,No,,,15,3,6,2,2,No
42,Female,Low,Research & Development,3,Yes,Yes,Rarely,1,40,1,No,,,16,3,8,5,1,No
45,Female,High,Sales,2,Yes,No,Rarely,2,40,2,No,,,16,4,26,24,1,Yes
26,Male,Medium,Research & Development,0,Yes,Yes,Rarely,2,40,4,No,,,12,2,5,4,1,No
35,Female,Medium,Research & Development,3,Yes,Yes,Rarely,10,40,3,No,,,16,3,10,5,0,No
30,Male,Low,Research & Development,4,Yes,No,None,3,40,4,No,,,15,3,9,5,1,No
35,Male,Medium,Research & Development,0,Yes,Yes,Rarely,6,40,3,No,,,14,3,4,3,2,No
34,Male,Medium,Human Resources,4,Yes,Yes,Frequently,11,40,2,Yes,Yes,0,11,1,14,10,1,No
41,Female,High,Research & Development,1,Yes,No,Rarely,12,40,3,No,,,12,2,23,22,15,Yes
35,Female,High,Sales,4,Yes,No,None,8,40,4,No,,,11,1,16,13,4,No
50,Male,High,Research & Development,3,Yes,No,Rarely,24,40,3,No,,,18,4,22,12,1,No
40,Male,High,Research & Development,1,Yes,Yes,Rarely,14,40,3,No,,,14,3,21,20,4,No
46,Male,High,Sales,4,Yes,No,Rarely,2,40,4,No,,,12,2,13,10,0,No
23,Male,Low,Research & Development,2,Yes,No,Rarely,4,40,1,Yes,Yes,0,16,3,5,3,0,No
46,Female,High,Sales,2,Yes,No,Rarely,3,40,1,Yes,Yes,0,12,2,25,19,2,No
30,Male,Low,Research & Development,1,Yes,Yes,Rarely,24,40,3,No,,,22,5,1,1,0,No
49,Female,Low,Research & Development,4,Yes,No,Rarely,16,40,1,No,,,16,3,17,2,2,No
42,Female,Medium,Research & Development,3,Yes,Yes,Rarely,17,40,1,No,,,13,2,10,3,0,No
34,Male,Low,Research & Development,2,Yes,No,Rarely,6,40,1,No,,,11,1,8,4,1,Yes
45,Female,Medium,Sales,2,Yes,No,Frequently,26,40,1,No,,,14,3,5,1,0,Yes
36,Female,Low,Research & Development,3,Yes,No,Rarely,6,40,4,No,,,12,2,5,1,0,No
39,Female,High,Research & Development,1,Yes,No,Rarely,1,40,4,Yes,Yes,1,16,4,21,21,11,No
51,Male,High,Sales,4,Yes,Yes,Frequently,9,40,2,No,,,24,5,31,29,11,No
42,Male,Medium,Research & Development,1,Yes,Yes,Rarely,29,40,2,No,,,13,2,10,9,7,No
36,Female,Medium,Sales,4,Yes,No,Rarely,16,40,1,No,,,13,2,11,3,0,No
50,Male,High,Research & Development,1,Yes,No,Frequently,22,40,4,No,,,13,2,32,32,13,No
45,Female,Medium,Sales,4,Yes,Yes,None,2,40,3,No,,,22,5,10,8,5,No
58,Female,Low,Research & Development,4,Yes,No,Rarely,9,40,2,No,,,20,5,9,1,0,No
35,Female,High,Research & Development,1,Yes,Yes,Rarely,25,40,3,No,,,11,1,16,16,10,No
36,Female,High,Research & Development,9,Yes,Yes,None,8,40,1,Yes,Yes,2,14,3,10,8,0,No
49,Male,Medium,Research & Development,3,Yes,Yes,Frequently,28,40,1,No,,,20,5,20,4,1,Yes
28,Male,Medium,Human Resources,1,Yes,No,Rarely,8,40,4,No,,,13,2,6,5,0,No
28,Male,Low,Sales,1,Yes,Yes,Rarely,10,40,2,No,,,22,5,1,1,0,No
35,Male,Medium,Research & Development,1,Yes,No,Rarely,6,40,4,Yes,Yes,2,13,2,17,17,11,No
43,Male,High,Research & Development,3,Yes,No,Rarely,3,40,4,No,,,14,2,25,8,0,No
28,Male,Medium,Research & Development,6,Yes,Yes,Rarely,2,40,3,No,,,17,4,5,2,2,Yes
22,Male,Low,Research & Development,0,Yes,No,Rarely,2,40,4,No,,,14,3,3,2,2,No
19,Male,Low,Human Resources,1,Yes,No,Rarely,2,40,4,No,,,12,2,1,1,0,Yes
37,Male,Medium,Research & Development,3,Yes,Yes,Rarely,10,40,4,No,,,17,4,4,1,0,No
56,Male,Medium,Research & Development,4,Yes,No,Rarely,7,40,4,No,,,11,1,37,6,0,No
37,Male,Medium,Sales,2,Yes,Yes,Rarely,3,40,4,No,,,12,1,12,5,1,No
26,Male,Low,Research & Development,0,Yes,Yes,Frequently,3,40,1,No,,,22,5,7,6,0,Yes
41,Male,High,Human Resources,1,Yes,No,Rarely,1,40,3,No,,,12,2,22,22,2,No
26,Male,Medium,Sales,1,Yes,No,Rarely,1,40,3,No,,,17,4,8,8,7,No
45,Male,Medium,Research & Development,9,Yes,No,Rarely,8,40,4,No,,,14,3,12,10,9,No
53,Male,High,Research & Development,3,Yes,Yes,Rarely,3,40,3,No,,,16,3,21,5,1,No
32,Male,Low,Research & Development,1,Yes,No,Rarely,1,40,1,No,,,13,2,1,1,0,No
33,Female,Low,Research & Development,1,Yes,No,Frequently,3,40,3,Yes,No,3,11,1,8,8,3,No
36,Male,Low,Human Resources,4,Yes,No,Rarely,13,40,2,No,,,13,2,8,5,0,No
33,Male,Medium,Sales,1,Yes,No,Rarely,10,40,3,No,,,14,2,10,10,0,No
18,Female,Low,Research & Development,1,Yes,No,None,1,40,4,No,,,15,3,0,0,0,No
55,Male,High,Research & Development,7,Yes,No,None,2,40,1,Yes,Yes,1,15,3,31,9,6,No
28,Male,Low,Research & Development,0,Yes,No,Frequently,1,40,3,No,,,11,1,5,4,0,No
31,Female,Medium,Sales,1,Yes,No,None,20,40,3,Yes,Yes,2,13,2,9,9,0,No
41,Female,Low,Research & Development,1,Yes,No,Rarely,7,40,3,No,,,13,2,10,10,0,No
32,Male,Medium,Sales,1,Yes,Yes,Rarely,6,40,3,No,,,16,4,12,11,5,No
32,Male,Medium,Research & Development,0,Yes,Yes,Rarely,2,40,2,No,,,13,2,10,9,1,No
50,Female,High,Sales,4,Yes,Yes,Frequently,12,40,4,No,,,11,1,16,2,2,No
28,Male,Low,Research & Development,1,Yes,No,Rarely,19,40,1,No,,,12,1,6,6,3,No
57,Male,High,Sales,3,Yes,Yes,Rarely,29,40,4,Yes,No,,12,1,32,1,0,No
38,Male,Low,Research & Development,0,Yes,No,Frequently,10,40,3,No,,,17,4,3,2,0,No
34,Female,Low,Sales,1,Yes,No,Rarely,14,40,3,No,,,18,4,8,8,0,No
34,Female,High,Research & Development,2,Yes,Yes,Rarely,5,40,1,No,,,12,1,14,11,5,No
32,Male,High,Sales,7,Yes,No,Rarely,2,40,2,No,,,12,1,7,2,2,Yes
29,Female,Low,Research & Development,0,Yes,Yes,Frequently,2,40,2,No,,,13,2,4,3,0,No
43,Male,Medium,Sales,1,Yes,Yes,Rarely,2,40,4,No,,,17,4,10,10,8,No
30,Female,Low,Research & Development,0,Yes,Yes,Frequently,5,40,2,No,,,17,4,4,3,1,Yes
35,Male,Low,Research & Development,0,Yes,Yes,Rarely,16,40,2,No,,,13,2,6,5,0,No
31,Female,Low,Research & Development,1,Yes,Yes,Rarely,8,40,2,No,,,12,2,1,1,0,Yes
34,Female,Medium,Sales,0,Yes,No,Rarely,2,40,1,No,,,12,1,4,3,0,No
